2024-08-13,648.02
2024-08-14,661.68
2024-08-15,663.22
2024-08-16,674.07
2024-08-19,688.53
2024-08-20,698.54
2024-08-21,697.12
2024-08-22,688.96
2024-08-23,686.73
2024-08-26,688.44
2024-08-27,695.72
2024-08-28,683.84
2024-08-29,692.48
2024-08-30,701.35
2024-09-04,679.68
2024-09-05,683.62
2024-09-06,665.77
2024-09-09,675.42
2024-09-10,673.62
2024-09-11,681.47
2024-09-12,686.8
2024-09-13,697.06
2024-09-16,696.5
2024-09-17,706.91
2024-09-18,690.47
2024-09-19,704.32
2024-09-20,701.03
2024-09-23,705.37
2024-09-24,722.26
2024-09-25,721.56
2024-09-26,711.43
2024-09-27,707.35
2024-09-30,709.27
2024-10-01,706.13
2024-10-02,711.09
2024-10-03,706.8
2024-10-04,719.7
2024-10-07,701.92
2024-10-08,721.76
2024-10-09,727.43
2024-10-10,730.29
2024-10-11,722.79
2024-10-14,713
2024-10-15,705.98
2024-10-16,702
2024-10-17,687.65
2024-10-18,763.89
2024-10-21,772.07
2024-10-22,764.24
2024-10-23,749.29
2024-10-24,754.55
2024-10-25,754.68
2024-10-28,749.12
2024-10-29,759.44
2024-10-30,753.74
2024-10-31,756.03
2024-11-01,756.1
2024-11-04,755.51
2024-11-05,763.91
2024-11-06,780.21
2024-11-07,796.54
2024-11-08,795.04
2024-11-11,805.44
2024-11-12,819.5
2024-11-13,830.47
2024-11-14,837.26
2024-11-15,823.96
2024-11-18,847.05
2024-11-19,871.32
2024-11-20,883.85
2024-11-21,897.48
2024-11-22,897.79
2024-11-25,865.59
2024-11-26,872.6
2024-11-27,877.34
2024-12-02,897.74
2024-12-03,902.17
2024-12-04,911.06
2024-12-05,917.87
2024-12-06,934.74
2024-12-09,913.69
2024-12-10,913.35
2024-12-11,936.56
2024-12-12,925.55
2024-12-13,918.87
2024-12-16,921.08
2024-12-17,919.13
2024-12-18,889.55
2024-12-19,902.04
2024-12-20,909.05
2024-12-23,911.45
2024-12-24,932.12
2024-12-27,907.55
2024-12-30,900.43
2024-12-31,891.32
2025-01-03,881.05
2025-01-06,881.79
2025-01-07,879.19
2025-01-08,875
2025-01-10,837.69
2025-01-13,840.29
2025-01-14,828.4
2025-01-15,848.26
2025-01-16,842.37
2025-01-17,858.1
2025-01-22,953.99
2025-01-23,984.86
2025-01-24,977.59
2025-01-27,971.89
2025-01-28,971.83
2025-01-29,978.15
2025-01-30,973.24
2025-01-31,976.76
2025-02-03,978.94
2025-02-04,994.87
2025-02-05,1011.11
2025-02-06,1015.68
2025-02-07,1013.93
2025-02-10,1027.6
2025-02-11,1008.08
2025-02-12,1027.31
2025-02-13,1043.69
2025-02-14,1058.6
2025-02-19,1043.33
2025-02-20,1024.54
2025-02-21,1003.15
2025-02-24,988.47
2025-02-25,977.24
2025-02-26,990.06
2025-02-27,963.07
2025-02-28,980.56
2025-03-03,973.7
2025-03-04,972.58
2025-03-05,990.92
2025-03-06,906.36
2025-03-07,891.11
2025-03-10,866.68
2025-03-11,895.1
2025-03-12,919.68
2025-03-13,890.17
2025-03-14,918
2025-03-17,950.02
2025-03-18,929.98
2025-03-19,959.49
2025-03-20,950.84
2025-03-21,960.29
2025-03-24,971.99
2025-03-25,997.28
2025-03-26,970.65
2025-03-27,976.72
2025-03-28,933.85
2025-03-31,932.53
2025-04-01,928.38
2025-04-02,935.52
2025-04-03,917.05
2025-04-04,855.86
2025-04-07,867.83
2025-04-08,870.4
2025-04-09,945.47
2025-04-10,921.17
2025-04-11,918.29
2025-04-14,931.28
2025-04-15,976.28
2025-04-16,961.63
2025-04-17,973.03
2025-04-21,987.91
2025-04-22,1040.34
2025-04-23,1049.59
2025-04-24,1096.87
2025-04-25,1101.53
2025-04-28,1110.38
2025-04-29,1125.64
2025-04-30,1131.72
